idx,idx_Top10,idx_original,Original_ID,synset,Name,ILSVRC2012_ID,WNID,Words,Img_Name,HHI_Score,Top3_sum,Top5_sum,child,L1.class,L2.class,L3.class,L4.class,L5.class
113,536,554,349,n04487394,Trombone,349,n04487394,trombone,ILSVRC2012_val_00000555.JPEG,5373.384995,92.0538685,92.83542312,Trombone,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
114,550,569,387,n01531178,Goldfinch,387,n01531178,"goldfinch, Carduelis carduelis",ILSVRC2012_val_00000570.JPEG,8111.752063,90.75525897,90.98540209,Goldfinch,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
115,564,584,74,n02137549,Mongoose,74,n02137549,mongoose,ILSVRC2012_val_00000585.JPEG,6043.051291,84.3367336,85.17604998,Mongoose,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
116,578,598,132,n02088364,Beagle,132,n02088364,beagle,ILSVRC2012_val_00000599.JPEG,6523.046173,88.3394428,89.6854361,Beagle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
117,579,599,85,n02128385,Leopard,85,n02128385,"leopard, Panthera pardus",ILSVRC2012_val_00000600.JPEG,7792.732956,93.15073287,93.25910497,Leopard,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
118,581,601,786,n04399382,Teddy,786,n04399382,"teddy, teddy bear",ILSVRC2012_val_00000602.JPEG,9540.434959,98.0967,98.16916512,Teddy,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
119,584,604,323,n07753592,Banana,323,n07753592,banana,ILSVRC2012_val_00000605.JPEG,7498.715415,88.6169045,89.37355446,Banana,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
120,585,605,900,n07880968,Burrito,900,n07880968,burrito,ILSVRC2012_val_00000606.JPEG,4872.363819,83.8230338,87.4276909,Burrito,entity.n.01,physical_entity.n.01,matter.n.03,substance.n.07,food.n.01
121,588,608,6,n02066245,Grey Whale,6,n02066245,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus",ILSVRC2012_val_00000609.JPEG,9620.938979,98.45410567,98.52048938,Grey_Whale,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
122,593,613,355,n04141076,Sax,355,n04141076,"sax, saxophone",ILSVRC2012_val_00000614.JPEG,2524.400945,76.341576,83.4657636,Sax,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
123,596,616,157,n02342885,Hamster,157,n02342885,hamster,ILSVRC2012_val_00000617.JPEG,9328.809627,97.12275386,97.24724905,Hamster,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
124,600,620,542,n04008634,Projectile,542,n04008634,"projectile, missile",ILSVRC2012_val_00000621.JPEG,4868.666771,98.59873067,98.63165261,Projectile,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
125,608,628,950,n04204238,Shopping Basket,950,n04204238,shopping basket,ILSVRC2012_val_00000629.JPEG,9265.053087,98.65845603,98.67908365,Shopping_Basket,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
126,609,629,999,n07831146,Carbonara,999,n07831146,carbonara,ILSVRC2012_val_00000630.JPEG,8241.735203,91.06791777,91.18698081,Carbonara,entity.n.01,physical_entity.n.01,matter.n.03,substance.n.07,food.n.01
127,621,641,101,n02364673,Guinea Pig,101,n02364673,"guinea pig, Cavia cobaya",ILSVRC2012_val_00000642.JPEG,2371.187459,71.281398,76.5509849,Guinea_Pig,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
128,624,644,372,n03954731,Plane,372,n03954731,"plane, carpenter's plane, woodworking plane",ILSVRC2012_val_00000645.JPEG,9886.935555,99.65503335,99.66618429,Plane,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
129,625,645,999,n07831146,Carbonara,999,n07831146,carbonara,ILSVRC2012_val_00000646.JPEG,9642.039619,99.19245719,99.25080021,Carbonara,entity.n.01,physical_entity.n.01,matter.n.03,substance.n.07,food.n.01
130,628,648,585,n03804744,Nail,585,n03804744,nail,ILSVRC2012_val_00000649.JPEG,9094.37959,95.9571221,96.20044558,Nail,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
131,630,650,386,n01530575,Brambling,386,n01530575,"brambling, Fringilla montifringilla",ILSVRC2012_val_00000651.JPEG,4992.375591,80.7005924,81.2388983,Brambling,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
132,631,651,596,n03933933,Pier,596,n03933933,pier,ILSVRC2012_val_00000652.JPEG,808.5254351,44.06418,53.0499757,Pier,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
133,640,662,252,n02860847,Bobsled,252,n02860847,"bobsled, bobsleigh, bob",ILSVRC2012_val_00000663.JPEG,9999.638004,99.99890126,99.99911262,Bobsled,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
134,646,669,686,n03781244,Monastery,686,n03781244,monastery,ILSVRC2012_val_00000670.JPEG,2284.516862,70.6014496,76.3121777,Monastery,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
135,647,670,282,n04461696,Tow Truck,282,n04461696,"tow truck, tow car, wrecker",ILSVRC2012_val_00000671.JPEG,4503.968589,88.439559,89.62903435,Tow_Truck,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
136,648,671,128,n02106166,Border Collie,128,n02106166,Border collie,ILSVRC2012_val_00000672.JPEG,7964.332502,96.638176,97.14046777,Border_Collie,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
137,651,674,183,n02361337,Marmot,183,n02361337,marmot,ILSVRC2012_val_00000675.JPEG,5900.621092,84.0208508,84.93865129,Marmot,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
138,655,678,610,n01776313,Tick,610,n01776313,tick,ILSVRC2012_val_00000679.JPEG,6419.889835,85.1033979,85.50229392,Tick,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
139,657,680,352,n03884397,Panpipe,352,n03884397,"panpipe, pandean pipe, syrinx",ILSVRC2012_val_00000681.JPEG,9834.501541,99.20665814,99.22642095,Panpipe,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
140,672,695,59,n02094433,Yorkshire Terrier,59,n02094433,Yorkshire terrier,ILSVRC2012_val_00000696.JPEG,7243.518744,89.0704806,90.67581974,Yorkshire_Terrier,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
141,673,696,992,n09229709,Bubble,992,n09229709,bubble,ILSVRC2012_val_00000697.JPEG,9984.097192,99.98646463,99.98974865,Bubble,entity.n.01,abstraction.n.06,attribute.n.02,shape.n.02,round_shape.n.01
142,676,700,828,n04367480,Swab,828,n04367480,"swab, swob, mop",ILSVRC2012_val_00000701.JPEG,630.3902454,41.13166,47.8920066,Swab,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
143,681,705,967,n02786058,Band Aid,967,n02786058,Band Aid,ILSVRC2012_val_00000706.JPEG,10000,100.0000001,100.0000001,Band_Aid,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
144,682,707,154,n02101006,Gordon Setter,154,n02101006,Gordon setter,ILSVRC2012_val_00000708.JPEG,9893.487143,99.51633656,99.5609049,Gordon_Setter,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
145,686,711,666,n04517823,Vacuum,666,n04517823,"vacuum, vacuum cleaner",ILSVRC2012_val_00000712.JPEG,1453.328349,53.1078635,58.1364003,Vacuum,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
146,702,730,913,n12998815,Agaric,913,n12998815,agaric,ILSVRC2012_val_00000731.JPEG,8896.73281,95.72506245,95.8076115,Agaric,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
147,708,736,664,n04442312,Toaster,664,n04442312,toaster,ILSVRC2012_val_00000737.JPEG,8501.683144,96.0587026,97.01247473,Toaster,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
148,724,754,878,n13044778,Earthstar,878,n13044778,earthstar,ILSVRC2012_val_00000755.JPEG,9790.709372,99.05764852,99.11198976,Earthstar,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
149,725,755,1,n02119789,Kit Fox,1,n02119789,"kit fox, Vulpes macrotis",ILSVRC2012_val_00000756.JPEG,7654.453753,90.8194571,92.09921835,Kit_Fox,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
150,729,760,821,n03207743,Dishrag,821,n03207743,"dishrag, dishcloth",ILSVRC2012_val_00000761.JPEG,8437.644719,91.99562089,92.11072993,Dishrag,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
151,734,765,910,n03124043,Cowboy Boot,910,n03124043,cowboy boot,ILSVRC2012_val_00000766.JPEG,9997.983104,99.99177532,99.99271596,Cowboy_Boot,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
152,736,768,808,n03314780,Face Powder,808,n03314780,face powder,ILSVRC2012_val_00000769.JPEG,8126.587329,95.2735958,95.74095299,Face_Powder,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
153,740,772,948,n07873807,Pizza,948,n07873807,"pizza, pizza pie",ILSVRC2012_val_00000773.JPEG,7623.940027,87.52897048,87.68660041,Pizza,entity.n.01,physical_entity.n.01,matter.n.03,substance.n.07,food.n.01
154,745,778,35,n02138441,Meerkat,35,n02138441,"meerkat, mierkat",ILSVRC2012_val_00000779.JPEG,7807.441402,94.41829698,94.50623043,Meerkat,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
155,747,780,652,n01943899,Conch,652,n01943899,conch,ILSVRC2012_val_00000781.JPEG,9786.021787,99.47855967,99.48834969,Conch,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
156,748,781,953,n07836838,Chocolate Sauce,953,n07836838,"chocolate sauce, chocolate syrup",ILSVRC2012_val_00000782.JPEG,6409.803839,94.102924,94.48985162,Chocolate_Sauce,entity.n.01,physical_entity.n.01,matter.n.03,substance.n.07,food.n.01
157,750,783,283,n04467665,Trailer Truck,283,n04467665,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",ILSVRC2012_val_00000784.JPEG,8304.442926,96.6160309,96.92060765,Trailer_Truck,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
158,756,789,540,n02749479,Assault Rifle,540,n02749479,"assault rifle, assault gun",ILSVRC2012_val_00000790.JPEG,4160.037242,75.7460198,78.7634482,Assault_Rifle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
159,758,791,952,n04131690,Saltshaker,952,n04131690,"saltshaker, salt shaker",ILSVRC2012_val_00000792.JPEG,2470.789582,75.001543,82.6775528,Saltshaker,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
160,770,803,307,n02791124,Barber Chair,307,n02791124,barber chair,ILSVRC2012_val_00000804.JPEG,5499.873754,99.75232669,99.76461608,Barber_Chair,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
161,772,805,482,n01735189,Garter Snake,482,n01735189,"garter snake, grass snake",ILSVRC2012_val_00000806.JPEG,5694.015854,82.1553923,84.1823369,Garter_Snake,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
162,773,806,496,n01631663,Eft,496,n01631663,eft,ILSVRC2012_val_00000807.JPEG,8941.072696,97.85871137,97.89295009,Eft,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
163,776,810,885,n07697537,Hotdog,885,n07697537,"hotdog, hot dog, red hot",ILSVRC2012_val_00000811.JPEG,9038.448893,96.26963229,96.3874359,Hotdog,entity.n.01,physical_entity.n.01,matter.n.03,substance.n.07,food.n.01
164,791,826,552,n03832673,Notebook,552,n03832673,"notebook, notebook computer",ILSVRC2012_val_00000827.JPEG,9306.815829,98.7257258,98.85764167,Notebook,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
165,800,835,651,n01930112,Nematode,651,n01930112,"nematode, nematode worm, roundworm",ILSVRC2012_val_00000836.JPEG,8154.934612,93.47685528,94.10269984,Nematode,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
166,802,837,161,n02088238,Basset,161,n02088238,"basset, basset hound",ILSVRC2012_val_00000838.JPEG,4083.571918,91.0369876,94.7664456,Basset,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
167,810,846,47,n02106382,Bouvier Des Flandres,47,n02106382,"Bouvier des Flandres, Bouviers des Flandres",ILSVRC2012_val_00000847.JPEG,8983.645778,97.7439415,97.99130249,Bouvier_Des_Flandres,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
168,811,848,687,n03661043,Library,687,n03661043,library,ILSVRC2012_val_00000849.JPEG,9647.022165,98.97265718,99.05552007,Library,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
169,816,853,899,n04584207,Wig,899,n04584207,wig,ILSVRC2012_val_00000854.JPEG,8437.927934,92.59567596,93.18087879,Wig,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
170,821,859,402,n01796340,Ptarmigan,402,n01796340,ptarmigan,ILSVRC2012_val_00000860.JPEG,9655.492216,98.35655648,98.4010987,Ptarmigan,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
171,839,878,706,n02871525,Bookshop,706,n02871525,"bookshop, bookstore, bookstall",ILSVRC2012_val_00000879.JPEG,3039.599475,63.8823244,69.6322567,Bookshop,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
172,842,881,158,n02097474,Tibetan Terrier,158,n02097474,"Tibetan terrier, chrysanthemum dog",ILSVRC2012_val_00000882.JPEG,8804.201284,96.36488197,96.81915099,Tibetan_Terrier,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
173,843,882,119,n02093647,Bedlington Terrier,119,n02093647,Bedlington terrier,ILSVRC2012_val_00000883.JPEG,8340.810889,91.64897517,91.79933254,Bedlington_Terrier,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
174,847,886,375,n03481172,Hammer,375,n03481172,hammer,ILSVRC2012_val_00000887.JPEG,1493.761583,45.0296432,50.031754,Hammer,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
175,848,887,397,n01608432,Kite,397,n01608432,kite,ILSVRC2012_val_00000888.JPEG,8448.994624,92.64041289,93.02456989,Kite,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
176,850,889,494,n01629819,European Fire Salamander,494,n01629819,"European fire salamander, Salamandra salamandra",ILSVRC2012_val_00000890.JPEG,7646.766331,90.7301881,90.89136083,European_Fire_Salamander,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
177,853,892,548,n02977058,Cash Machine,548,n02977058,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",ILSVRC2012_val_00000893.JPEG,8485.71901,94.6654063,95.30399931,Cash_Machine,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
178,857,896,577,n04258138,Solar Dish,577,n04258138,"solar dish, solar collector, solar furnace",ILSVRC2012_val_00000897.JPEG,112.9105757,14.5567739,19.4164356,Solar_Dish,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
179,861,900,237,n04273569,Speedboat,237,n04273569,speedboat,ILSVRC2012_val_00000901.JPEG,1474.044935,58.9719205,71.802485,Speedboat,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
180,873,912,236,n03447447,Gondola,236,n03447447,gondola,ILSVRC2012_val_00000913.JPEG,2653.604747,62.5728486,69.3068992,Gondola,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
181,879,918,554,n03496892,Harvester,554,n03496892,"harvester, reaper",ILSVRC2012_val_00000919.JPEG,5997.571995,93.8466209,95.00890124,Harvester,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
182,884,923,626,n02172182,Dung Beetle,626,n02172182,dung beetle,ILSVRC2012_val_00000924.JPEG,8815.096855,94.33363586,94.46451653,Dung_Beetle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
183,890,929,459,n01665541,Leatherback Turtle,459,n01665541,"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",ILSVRC2012_val_00000930.JPEG,7152.582527,95.9120935,96.17292284,Leatherback_Turtle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
184,892,931,677,n02699494,Altar,677,n02699494,altar,ILSVRC2012_val_00000932.JPEG,1649.426258,43.9201503,45.8839721,Altar,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
185,896,935,986,n04254777,Sock,986,n04254777,sock,ILSVRC2012_val_00000936.JPEG,9484.51107,97.54313711,97.65060891,Sock,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
186,898,937,459,n01665541,Leatherback Turtle,459,n01665541,"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",ILSVRC2012_val_00000938.JPEG,2345.64799,64.8522677,69.9142125,Leatherback_Turtle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
187,902,941,512,n03271574,Electric Fan,512,n03271574,"electric fan, blower",ILSVRC2012_val_00000942.JPEG,6382.511544,83.6837239,86.179588,Electric_Fan,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
188,904,943,500,n01644373,Tree Frog,500,n01644373,"tree frog, tree-frog",ILSVRC2012_val_00000944.JPEG,9687.319203,99.13962169,99.21602171,Tree_Frog,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
189,911,950,682,n04532670,Viaduct,682,n04532670,viaduct,ILSVRC2012_val_00000951.JPEG,8458.174958,92.16502422,92.26780171,Viaduct,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
190,913,952,254,n02835271,Bicycle-Built-For-Two,254,n02835271,"bicycle-built-for-two, tandem bicycle, tandem",ILSVRC2012_val_00000953.JPEG,849.8858675,47.6628894,56.3339241,Bicycle-Built-For-Two,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
191,914,953,886,n12985857,Coral Fungus,886,n12985857,coral fungus,ILSVRC2012_val_00000954.JPEG,8342.136244,95.62023116,96.086898,Coral_Fungus,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
192,923,962,394,n01582220,Magpie,394,n01582220,magpie,ILSVRC2012_val_00000963.JPEG,8297.392363,91.28959236,91.44634667,Magpie,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
193,926,965,245,n03947888,Pirate,245,n03947888,"pirate, pirate ship",ILSVRC2012_val_00000966.JPEG,9019.725553,96.2436963,96.30506762,Pirate,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
194,928,967,381,n03967562,Plow,381,n03967562,"plow, plough",ILSVRC2012_val_00000968.JPEG,9839.624515,99.32314283,99.37885048,Plow,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
195,932,971,631,n02226429,Grasshopper,631,n02226429,"grasshopper, hopper",ILSVRC2012_val_00000972.JPEG,6825.800708,93.74929689,93.89179023,Grasshopper,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
196,936,975,270,n03670208,Limousine,270,n03670208,"limousine, limo",ILSVRC2012_val_00000976.JPEG,3093.817738,77.0394791,78.7429978,Limousine,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
197,938,977,468,n01688243,Frilled Lizard,468,n01688243,"frilled lizard, Chlamydosaurus kingi",ILSVRC2012_val_00000978.JPEG,4924.675697,85.279893,92.2395025,Frilled_Lizard,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
198,940,979,774,n07248320,Book Jacket,774,n07248320,"book jacket, dust cover, dust jacket, dust wrapper",ILSVRC2012_val_00000980.JPEG,5065.605126,83.2986456,85.9445557,Book_Jacket,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
199,943,983,867,n03676483,Lipstick,867,n03676483,"lipstick, lip rouge",ILSVRC2012_val_00000984.JPEG,7642.752761,90.33636826,91.01978366,Lipstick,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
200,949,989,657,n02319095,Sea Urchin,657,n02319095,sea urchin,ILSVRC2012_val_00000990.JPEG,9088.609253,97.28924913,97.34735236,Sea_Urchin,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
201,950,990,565,n03944341,Pinwheel,565,n03944341,pinwheel,ILSVRC2012_val_00000991.JPEG,9943.139859,99.74998455,99.76572354,Pinwheel,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
202,953,993,450,n01443537,Goldfish,450,n01443537,"goldfish, Carassius auratus",ILSVRC2012_val_00000994.JPEG,9222.438527,96.51925064,96.71286916,Goldfish,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
203,957,997,264,n02704792,Amphibian,264,n02704792,"amphibian, amphibious vehicle",ILSVRC2012_val_00000998.JPEG,1968.461871,68.3638606,82.404624,Amphibian,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
204,961,1001,990,n04523525,Vault,990,n04523525,vault,ILSVRC2012_val_00001002.JPEG,8824.273293,94.55323989,94.65064933,Vault,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
